Title,Author,State,District,Date of Challenge/Removal,Ban Status,Initiating Action
How to Be an Antiracist,"Kendi, Ibram X.",Georgia,Cobb County School District,August 2023,Banned pending investigation,Administration
Stamped from the Beginning: The Definitive History of Racist Ideas in America,"Kendi, Ibram X.",Texas,Klein Independent School District,August 2023,Banned,Administration
Schindler's List,"Keneally, Thomas",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Stealing Parker,"Kenneally, Miranda",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Shut Out,"Keplinger, Kody",Florida,Clay County School District,April 2024,Banned,Formal Challenge
That's Not What Happened,"Keplinger, Kody",Florida,Clay County School District,October 2023,Banned by restriction,Formal Challenge
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",Alaska,Matanuska-Susitna Borough School District,September 2023,Banned pending investigation,Formal Challenge
You: A Novel of Dark Obsession,"Kepnes, Caroline",Alaska,Matanuska-Susitna Borough School District,September 2023,Banned,Formal Challenge
Space: a memoir,"Kercheval, Jesse Lee",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Orange Is The New Black: My Year In A Women's Prison,"Kerman, Piper",Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Little Peach,"Kern, Peggy",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Test,"Kern, Peggy",Florida,Collier County Public Schools,September 2023,Banned,Formal Challenge
On the Road,"Kerouac, Jack",Florida,Clay County School District,December 2023,Banned by restriction,Formal Challenge
The Dharma Bums,"Kerouac, Jack",Florida,Collier County Public Schools,October 2023,Banned pending investigation,Administration
Night Kites,"Kerr, M.E.",Florida,Collier County Public Schools,October 2023,Banned,Administration
The Names We Take,"Kerr, Trace",Georgia,Cobb County School District,August 2023,Banned pending investigation,Administration
One Flew Over the Cuckoo's Nest,"Kesey, Ken",Florida,Collier County Public Schools,October 2023,Banned,Administration
Sometimes a Great Notion,"Kesey, Ken",Florida,Collier County Public Schools,October 2023,Banned,Administration
Emily Windsnap and the Pirate Prince,"Kessler, Liz",Florida,Clay County School District,March 2024,Banned pending investigation,Formal Challenge
Twelfth,"Key, Janet",Kentucky,Boyle County Schools,October 2023,Banned,Administration
Flowers for Algernon,"Keyes, Daniel",Florida,Collier County Public Schools,October 2023,Banned,Administration
No More Excuses: Dismantling Rape Culture,"Keyser, Amber J.",Texas,North East Independent School District,June 2024,Banned,Administration
"Pointe, Claw","Keyser, Amber J.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Love and Lies of Rukhsana Ali,"Khan, Sabina",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Mirror in the Sky,"Khorana, Aditi",Florida,Lee County Schools,June 2024,Banned by restriction,Administration
Darius the Great Deserves Better,"Khorram, Adib",Florida,Indian River County Schools,December 2023,Banned,Formal Challenge
Darius the Great Is Not Okay,"Khorram, Adib",Florida,Clay County School District,August 2023,Banned pending investigation,Formal Challenge
Kiss and Tell,"Khorram, Adib",Florida,Polk County Public Schools,June 2024,Banned pending investigation,Formal Challenge
Things in Jars,"Kidd, Jess",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Year of the Bomb,"Kidd, Ronald",Texas,North East Independent School District,June 2024,Banned,Administration
The Book of Longings,"Kidd, Sue Monk",Florida,Orange County Public Schools,December 2023,Banned pending investigation,Administration
The Invention of Wings,"Kidd, Sue Monk",Florida,Collier County Public Schools,October 2023,Banned,Administration
The Mermaid Chair,"Kidd, Sue Monk",Iowa,WACO Community School District,June 2024,Banned,Administration
The Secret Life of Bees,"Kidd, Sue Monk",Florida,St. John's County School District,July 2023,Banned by restriction,Administration
Tradition,"Kiely, Brendan",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Sexting Tips for Women: 100 Tips to Turn Him On,"Kiesbye, Stefan",Iowa,Nevada Community School District,October 2023,Banned pending investigation,Administration
Miracle Creek,"Kim, Angie",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
The Plotters,"Kim, On-su",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
A Girl Named Zippy,"Kimmel, Haven",Wisconsin,Elkhorn Area School District,November 2023,Banned pending investigation,"Informal Challenge, Administration"
Vortex: An Insignia Novel,"Kincaid, S. J.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Ask the Passengers,"King, A. S.",Florida,Duval County Public Schools,December 2023,Banned pending investigation,Administration
Dig,"King, A. S.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Everybody Sees the Ants,"King, A. S.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Glory O'Brien's History of the Future,"King, A. S.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
I Crawl Through It,"King, A. S.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Please Ignore Vera Dietz,"King, A. S.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Reality Boy,"King, A. S.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Still Life with Tornado,"King, A. S.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Maya Angelou: Greeting the Morning,"King, Sarah E.",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
1922,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
11/22/63: A Novel,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Apt Pupil,"King, Stephen",Florida,Clay County School District,July 2023,Banned,Formal Challenge
Bag of Bones,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Billy Summers,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
Black House,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Blaze,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
Blockade Billy,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Carrie,"King, Stephen",Florida,Clay County School District,July 2023,Banned,Formal Challenge
Cell,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Christine,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Cujo,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Danse Macabre,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
Delores Claiborne,"King, Stephen",Florida,Clay County School District,March 2024,Banned,Formal Challenge
Different Seasons: Four Novellas,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Doctor Sleep,"King, Stephen",Florida,Clay County School District,March 2024,Banned,Formal Challenge
Dreamcatcher,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Duma Key,"King, Stephen",Florida,Clay County School District,March 2024,Banned pending investigation,Formal Challenge
Elevation,"King, Stephen",Florida,Clay County School District,July 2023,Banned pending investigation,Formal Challenge
End of Watch,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Everything's Eventual: 14 Dark Tales,"King, Stephen",Florida,Clay County School District,March 2024,Banned,Formal Challenge
Finders Keepers,"King, Stephen",Florida,Clay County School District,March 2024,Banned,Formal Challenge
Firestarter (SK),"King, Stephen",Florida,Clay County School District,March 2024,Banned,Formal Challenge
Four Past Midnight,"King, Stephen",Florida,Clay County School District,March 2024,Banned,Formal Challenge
From a Buick 8,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
"Full Dark, No Stars","King, Stephen",Florida,Clay County School District,March 2024,Banned,Formal Challenge
Gerald's Game,"King, Stephen",Maine,Hermon School Department,August 2023,Banned by restriction,Administration
Gwendy's Button Box,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Gwendy's Final Task,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
Hearts in Atlantis,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
If It Bleeds,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Insomnia,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
It,"King, Stephen",Florida,Clay County School District,July 2023,Banned,Formal Challenge
Joyland,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
Just After Sunset,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Later,"King, Stephen",Georgia,Cobb County School District,August 2023,Banned pending investigation,Administration
Lisey's Story,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Misery,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Mr. Mercedes,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Needful Things,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Night Shift,"King, Stephen",Florida,Escambia County Public Schools,August 2023,Banned pending investigation,Administration
Nightmares and Dreamscapes,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
On Writing: A Memoir of the Craft,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Pet Sematary,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
Revival,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
Rose Madder,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
Salem's Lot,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
Skeleton Crew,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
Sleeping Beauties,"King, Stephen",Florida,Clay County School District,March 2024,Banned,Formal Challenge
Song of Susannah,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
Storm of the Century: An Original Screenplay,"King, Stephen",Florida,Clay County School District,June 2024,Banned pending investigation,Formal Challenge
The Bachman Books,"King, Stephen",Florida,Clay County School District,June 2024,Banned,Formal Challenge
The Bazaar of Bad Dreams,"King, Stephen",Florida,Clay County School District,April 2024,Banned,Formal Challenge
The Dark Half,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
The Dark Tower,"King, Stephen",Florida,Clay County School District,May 2024,Banned,Formal Challenge
